Text,Label
"This video is so funny, I think my pet rock laughed too!""",Bullying
"""If I had a nickel for every laugh, I'd be rich!""",Bullying
"""My neighbors probably think I've lost it; I can't stop laughing!""",Bullying
"""Your content is my daily dose of abs exercise.""",Bullying
"""You're the reason my 'For You Page' is always full of laughter.""",Bullying
"""Your humor should be trademarked; it's one of a kind!""",Bullying
"""This video just gave me a six-pack from laughing!""",Bullying
"""You're so funny; you could make a cat laugh!""",Bullying
"""I snorted so hard, I think I startled my dog.""",Bullying
"""You're like a human happiness factory!",Bullying
"I had to pause the video to catch my breath from laughing!""",Bullying
"""Your videos should come with a 'Laugh at Your Own Risk' disclaimer.""",Bullying
"""You must have a comedy degree from 'TikTok University'!""",Bullying
"""Your humor is so sharp; it could cut through steel!""",Bullying
"""If there was a 'Funniest TikToker' award, you'd win it!""",Bullying
"""My cheeks hurt from grinning, thanks to you!""",Bullying
"""You're the reason I've been late to everything today!""",Bullying
"""Your videos should be in the comedy hall of fame!""",Bullying
"""I'd give this video a standing ovation if I could!""",Bullying
"""You're a true TikTok comedy legend!",Bullying
Laughing at this video just gave me a six-pack!,Bullying
You're hilarious; a cat would laugh at you.,Bullying
I believe my dog was startled by my loud snort.,Bullying
"""The suppression of dissenting voices in media and academia undermines free speech.""",Bullying
"""The abuse of executive authority to silence political opponents threatens democracy",Bullying
"This video is so funny, I think my pet rock laughed too!""",Bullying
"""If I had a nickel for every laugh, I'd be rich!""",Bullying
"""My neighbors probably think I've lost it; I can't stop laughing!""",Bullying
"""Your content is my daily dose of abs exercise.""",Bullying
"""You're the reason my 'For You Page' is always full of laughter.""",Bullying
High staff turnover at that company was caused by the poisonous working environment.,Bullying
She was frequently denied promotions despite years of hard work.,Bullying
His health is badly impacted by the long hours and ongoing stress of his chosen occupation.,Bullying
You're just trying to get noticed.,Bullying
Workers are vulnerable in the gig economy since there is no job security.,Bullying
I find it hard to believe you're that rigid.,Bullying
The industry's fierce competition makes it challenging to maintain a healthy work-life balance.,Bullying
You are embellishing what took place.,Bullying
It's challenging to get work because the labor market is oversaturated in that industry.,Bullying
You are so delicate.,Bullying
A disadvantage of freelancing is the lack of benefits like healthcare and retirement plans.,Bullying
You ought to have understood better.,Bullying
Many people say it's difficult to find fulfilling job in a down economy.,Bullying
"""Watching your videos makes my day happier.",Bullying
Burnout and mental health problems are frequently brought on by the pressures of the job.,Bullying
"So many of us look up to you,"" someone said.",Bullying
There are still racial and gender biases in some professions.,Bullying
"Your friendship is a constant reminder of the good in the world.""",Not-Bullying
"""Your posts are like a daily dose of motivation and inspiration.""",Not-Bullying
"""Your laughter is a reminder that joy is all around us.""",Not-Bullying
"""Your strength in the face of challenges is a testament to your character.""",Not-Bullying
"""Your kindness and compassion make the world a better place.""",Not-Bullying
"""Your positivity radiates and has a ripple effect on those around you.""",Not-Bullying
"""Your words are a source of comfort and wisdom to many.""",Not-Bullying
"""Your generosity knows no bounds, and it warms my heart.""",Not-Bullying
"""Your creativity and imagination are boundless, and I'm in awe.""",Not-Bullying
"""Your passion for life is truly contagious. Keep embracing every moment!""",Not-Bullying
"""Your authenticity is like a breath of fresh air in the digital world.""",Not-Bullying
"""Your resilience is inspiring, and it reminds us all to keep pushing forward.""",Not-Bullying
"""Your love and friendship have touched my life in countless ways.""",Not-Bullying
"""Your presence in my life is a source of happiness and inspiration.""",Not-Bullying
"""Your words always leave a positive impact on those who read them.""",Not-Bullying
"""Your ability to find joy in the simplest things is a beautiful quality.""",Not-Bulyying
"""Your positivity is like a beacon of light, guiding us through life's ups and downs.""",Not-Bullying
"""Your friendship is a gift I cherish every day.""",Not-Bullying
"""Your ability to see the beauty in others is a wonderful gift.""",Not-Bullying
"The failure to address systemic racial disparities perpetuates injustice and discrimination.""",Bullying 
"""Political leaders who prioritize short-term economic gains over long-term sustainability harm future generations.""",Bullying 
"""The lack of investment in infrastructure maintenance poses risks to public safety and economic growth.""",Bullying 
"""The erosion of trust in democratic institutions weakens the foundation of civil society.""",Bullying 
"""The misuse of emergency declarations to bypass democratic processes undermines the rule of law.""",Bullying 
"""The exploitation of nationalism and jingoism for political gain threatens international cooperation.""",Bullying 
"""The manipulation of census data for political purposes distorts representation and resource allocation.""",Bullying 
"""Political leaders who engage in cronyism and favoritism undermine meritocracy.""",Bullying 
"""The erosion of ethics and moral values in politics fosters cynicism and disillusionment.""",Bullying 
"""The suppression of voter registration drives limits access to the democratic process.""",Bullying 
"""The neglect of public transportation infrastructure hampers urban mobility and sustainability.""",Bullying 
"The politicization of disaster relief efforts puts lives and recovery at risk.""",Bullying 
"""Political leaders who prioritize militarization over diplomacy risk global stability.""",Bullying 
"""The misuse of intelligence agencies for domestic surveillance threatens civil liberties.""",Bullying 
"""The lack of accountability for government officials who engage in misconduct erodes public trust.""",Bullying 
"""The disregard for international law and norms damages the reputation of a nation on the global stage.""",Bullying 
"""The abuse of executive orders to enact sweeping policy changes undermines democratic deliberation.""",Bullying 
"""The neglect of cybersecurity measures leaves nations vulnerable to cyberattacks and espionage.""",Bullying 
"""Political leaders who engage in obstructionism impede progress and compromise.""",Bullying 
"""The exploitation of public fear for political gain undermines rational decision-making.""",Bullying 
"Who needs a laugh track when we have your videos?""",Bullying
"""I haven't laughed this hard since... your last video!""",Bullying
"""I watched this with a straight face... said no one ever!""",Bullying
"""You're the reason my 'Watch Later' list keeps growing!""",Bullying
"""I tried not to laugh, but your video had other plans.""",Bullying
"""If I had a dollar for every laugh, I'd be rich!""",Bullying
"""This video is like a non-stop comedy show!""",Bullying
"""You're a comedy genius in a YouTube world!""",Bullying
"""My neighbors probably think I'm insane; I can't stop laughing!""",Bullying
"""I couldn't find the 'LOL' button, so I just had to comment!""",Bullying
"""You should get an award for 'Best Comedy Channel'!""",Bullying
"""I haven't laughed like this since I found your channel!""",Bullying
"""I need a 'Replay' button for this video!""",Bullying
"""Your content is my daily dose of laughter therapy!""",Bullying
"""You're my go-to channel when I need a good laugh!""",Bullying
"""I had to pause the video to catch my breath from laughing!""",Bullying
"""Your sense of humor should be studied by scientists!""",Bullying
"""I'm convinced your videos are powered by pure laughter!""",Bullying
"""My cat even stopped napping to watch your video!""",Bullying
"""You're the reason my 'Like' button is worn out!""",Bullying
"You must have a black belt in comedy!""",Bullying
"""Your videos should come with a 'Caution: May Cause Laughter' warning.""",Bullying
"""I laughed so hard, I think I startled my goldfish.""",Bullying
"""Your content is like a comedy goldmine!""",Bullying
"""If laughter is the best medicine, your channel is my pharmacy!""",Bullying
"You're the reason I can't watch YouTube in public; people stare when you make me laugh!""",Bullying
"""You're like a stand-up comedian, but without the two-drink minimum!""",Bullying
"""This video should come with a 'Side Effects: Uncontrollable Laughter' disclaimer.""",Bullying
"""You've got the comedic timing of a professional!""",Bullying
"""If your channel were a restaurant, I'd give it a Michelin star for comedy!""",Bullying
"Your channel is my happy place on the internet!""",Bullying
"""I've never met you, but your videos feel like hanging out with a hilarious friend.""",Bullying
"""Your content is a ray of sunshine on the cloudy days of life.""",Bullying
"""I can't decide if your videos are comedy gold or pure magic!""",Bullying
"""My laugh-o-meter just hit the roof, thanks to you!""",Bullying
"""You're the comedic superhero we didn't know we needed!""",Bullying
"""You're the reason I look forward to Mondays!""",Bullying
"""Your humor is a breath of fresh air in the YouTube universe.""",Bullying
"""If laughter were a currency, I'd be broke by now, thanks to your videos!""",Bullying
"""You've got the talent to turn any topic into a comedy masterpiece!""",Bullying
"I'd trade all my 'likes' just to watch this again and laugh twice as hard!""",Bullying
"""If I had a nickel for every chuckle, I'd be a millionaire!""",Bullying
"""Your videos are like comedy gold nuggets in the YouTube mine.""",Bullying
"""I can't decide if you're a comedian or a wizard, making laughter appear out of thin air.""",Bullying
"""Your content is the highlight of my YouTube feed!""",Bullying
"""Your sense of humor is so sharp; it could cut through steel!""",Bullying
"""You're like a human laughter generator!""",Bullying
"""You're proof that the best things in life are free... and hilarious!""",Bullying
"""If YouTube had a 'Funniest Creator' award, you'd be the undisputed champion!""",Bullying
"""You should host your own late-night comedy show; I'd stay up to watch!""",Bullying
"The abuse of surveillance powers for political purposes threatens civil liberties and privacy.""",Bullying 
"""The neglect of veterans' needs and services is a betrayal of those who served.""",Bullying 
"""Political leaders who exploit crises for personal enrichment undermine public trust.""",Bullying 
"""The erosion of public education standards harms the future workforce and innovation.""",Bullying 
"""The manipulation of judicial appointments for political gain compromises the independence of the judiciary.""",Bullying 
"""The neglect of campaign finance reform allows for the influence of money in politics to persist.""",Bullying 
"""Political leaders who engage in personal attacks and name-calling detract from substantive discourse.""",Bullying 
"""The suppression of investigative journalism limits transparency and accountability.""",Bullying 
"""The misuse of government resources for partisan investigations undermines the rule of law.""",Bullying 
"""The exploitation of divisive wedge issues distracts from addressing pressing national problems.""",Bullying 
"""The abuse of executive authority to circumvent legislative processes threatens democracy.""",Bullying 
"""The neglect of affordable childcare options places a burden on working families.""",Bullying 
"""Political leaders who prioritize corporate interests over the well-being of citizens perpetuate inequality.""",Bullying 
"""The erosion of diplomatic alliances damages global stability and cooperation.""",Bullying 
"""The lack of cybersecurity regulations allows for vulnerabilities that can be exploited by malicious actors.""",Bullying 
"""The misuse of national emergencies for political purposes sets a dangerous precedent.""",Bullying 
"""The manipulation of redistricting for partisan advantage undermines fair representation.""",Bullying 
"""Political leaders who engage in populism and demagoguery exploit public fears.""",Bullying 
"""The neglect of infrastructure investment hampers economic growth and competitiveness.""",Bullying 
"""The suppression of civic engagement through voter ID laws restricts access to the polls.""",Bullying 
"Your friendship is like a beacon of light in my life's journey.""",Not-Bullying
"""Your words have a way of making even the toughest days better.""",Not-Bullying
"""Your laughter is a reminder that happiness is found in the simplest moments.""",Not-Bullying
"""Your strength in times of adversity is truly inspiring.""",Not-Bullying
"""Your generosity and kindness are qualities that make you shine.""",Not-Bullying
"""Your optimism is infectious and always brings a smile to my face.""",Not-Bullying
"""Your creativity knows no bounds, and I'm constantly amazed by it.""",Not-Bullying
"""Your wisdom and insights have the power to change perspectives.""",Not-Bullying
"""Your passion for life is a beautiful thing to witness.""",Not-Bullying
"""Your authenticity and genuine nature are rare and cherished.""",Not-Bullying
"""Your resilience and determination are qualities I deeply respect.""",Not-Bullying
"""Your love and compassion have touched my heart in profound ways.""",Not-Bullying
"""Your presence in my life is a constant source of joy and inspiration.""",Not-Bullying
"""Your positivity is a guiding light, helping us navigate life's challenges.""",Not-Bullying
"""Your friendship is a treasured gift, and I hold it close to my heart.""",Not-Bullying
"""Your ability to find beauty in the world is a testament to your spirit.""",Not-Bulyying
"""Your authenticity sets an example for others to follow.""",Not-Bullying
"""Your energy and enthusiasm are like a burst of sunshine on my feed.""",Not-Bullying
"""Your support and encouragement have made a significant difference in my life.""",Not-Bullying
"""Your friendship is a source of strength and happiness, and I'm grateful for it.""",Not-Bullying
"Feel free to use these comments to express your admiration, appreciation",Not-Bullying
Sexual innuendos or stories,Bullying
"Lewd jokes, images, or videos",Bullying
Base or crass humor relating to sex,Bullying
Unwelcome sexual teasing or gestures,Bullying
"""Gag"" gifts such as sex toys and merchandise",Bullying
"Whistling, cat calls, kissing or smacking sounds",Bullying
Use of derogatory terms to describe sex,Bullying
Turning work discussions to sexual topics,Bullying
Spreading rumors about a person's sex life,Bullying
Unnecessary or unwelcome sexual references,Bullying
"Personal asides about sexual fantasies, preference, or history",Bullying
"Sexual comments about a person's clothing, anatomy, or looks",Bullying
What time does the train typically depart?,Not-Bullying
"I'll take it away from you because of how cruel you are, Samne election astece dekhbone k ki kore.",Bullying
What makes you speak so poorly?,Bullying
You won't help the nation get better Tui je khrp kaj kros manus ki blbe,Not-Bullying
Age Tor baper nam ami vulaia debo mto khrp dekhini,Bullying
"What Muslim are you referencing, you moron?",Bullying
"You are too hot, so I kiss you.",Bullying
Hoilo aowamilik akta,Bullying
Breathe easily,Bullying 
"Never mind, what the fuck girl",Bullying
Tore amii kheye felbo jento,Bullying 
You are impoverished.,Bullying 
I want to get an automobile.,Not-Bullying 
You're my spouse.,Not-Bullying 
She appears to be a bitch.,Bullying
"Get real, you fucking jerk.",Bullying 
ami khaiteci opekha korun apnar tiktok id,Bullying
BNP's er pagol der ebar budhi hobe Amirer chair an ekta bacca chele bosle seo rajakar hoe jabe,Bullying
I adore how much Sali bikhari bikhari tahkbe genuinely resembles Amar mone hocce. dte nahole sotto udghaton kora somvob na dim treatment,Bullying
"Ja, smash the bal har maina gese eta kicu hoilo Eta to khanki.",Bullying
"Patroi futo kore, soytan J patre khay se",Not-Bullying
Ten outdoors soon everyone's treatment seat shake the doctor's radio land.,Bullying
"At this moment, my life has come to a complete standstill.",Bullying
"I support reparations for everyone who requests them, regardless of race.",Bullying
"I want to fuck you, Jayed Khan, because this nigga makes me sick to my stomach. Tor kopale juta girl",Bullying
Ten outdoors soon everyone's treatment seat shake the doctor's radio land.,Not-Bullying
"At this moment, my life has come to a complete standstill.",Not-Bullying
"I support reparations for everyone who requests them, regardless of race.",Not-Bullying
"This nigga, tor kopale juta chick, makes me nauseous.",Bullying
I wish to fuck you.,Bullying
"Hey, you ought to be embarrassed of your revolting self.",Bullying
"Haha, isn't route running a requirement for the job? Humans are stupid. However, eff Edelman! He simply has the appearance of saying that choosing to wash your white garments before your black and colored ones constitutes racism.",Bullying
Islamists are who? Those who completely adhere to the precepts of Muhammad as stated in the Quran and the Hadiths,Not - Bullying
"Action films starring men, ehhhh @That_Damn_Ram Not sexist, but...ehhhh...female action flicks",Bullying 
I wish my opponent was playing.,Bullying
"Since the girls are unable to cook, I hope this round shamed them.",Bullying
Ha-ha-ha-ha-ha! Islam opposes wickedness.,Bullying 
We appreciate everyone who joined us and the San Benito Bully dog group on our stroll.,Not Bullying 
"In addition to being a nigger, dealing with harassment makes you a foolish nigger. You and your rioting, fuck you. You desire a war?",Not- Bullying 
"Your friendship is a gift I treasure, and I'm thankful for it every day.""",Not Bullying 
"""Your words always resonate with sincerity and kindness.""",Not- Bullying 
"""Your laughter is like a sweet melody that brings joy to everyone around you.""",Not Bullying 
"""Your ability to find happiness in the little things is a true gift.""",Not- Bullying 
"""Your strength and resilience are an inspiration to us all.""",Not Bullying 
"""Your kindness and compassion are qualities that make the world a better place.""",Not- Bullying 
"""Your positivity is like a warm ray of sunshine on even the darkest days.""",Not- Bullying 
"""Your creativity knows no bounds, and it's a joy to witness your talents.""",Not Bullying 
"""Your wisdom and insights add depth and meaning to our lives.""",Not- Bullying 
"""Your passion for life is truly contagious, and I'm grateful to share in it.""",Not Bullying 
"""Your love and support have made a significant impact in my life.""",Not- Bullying 
"""Your presence in my life is a constant source of happiness and inspiration.""",Not Bullying 
"""Your authenticity and honesty make you a truly special person.""",Not- Bullying 
"""Your generosity and compassion touch the lives of many.""",Not- Bullying 
"""Your positive energy is like a magnet that attracts happiness and good vibes.""",Not Bullying 
"""Your friendship is a treasure I cherish and hold close to my heart.""",Not- Bullying 
"""Your ability to see the best in others is a beautiful quality.""",Not Bullying 
"""Your posts on Facebook brighten my day and bring positivity to my feed.""",Not- Bullying 
"""Your resilience in the face of challenges is a testament to your character.""",Not Bullying 
"""Your friendship is a source of joy, and I'm grateful for every moment we share.""",Not- Bullying 
"The exploitation of tribalism and identity politics divides communities and fosters hostility.""",Bullying 
"""The lack of transparency in lobbying activities allows for undisclosed influence over policymaking.""",Bullying 
"""The disregard for ethics and integrity in political campaigns erodes public trust in candidates.""",Bullying 
"""Political leaders who engage in secrecy and cover-ups undermine accountability and transparency.""",Bullying 
"""The neglect of rural infrastructure leads to economic stagnation and depopulation.""",Bullying 
"""The manipulation of intelligence assessments for political purposes distorts decision-making.""",Bullying 
"""The abuse of executive privilege to withhold information from the public undermines transparency.""",Bullying 
"""The erosion of public trust in institutions fuels conspiracy theories and mistrust.""",Bullying 
"""The exploitation of public resources for political patronage rewards loyalty over competence.""",Bullying 
"""The neglect of criminal justice reform perpetuates mass incarceration and racial disparities.""",Bullying 
"""Political leaders who prioritize personal enrichment over public service betray their constituents.""",Bullying 
"""The suppression of academic freedom limits critical thinking and innovation.""",Bullying 
"""The misuse of emergency declarations to bypass legislative oversight threatens democracy.""",Bullying 
"""The abuse of government propaganda for political gain undermines objective reporting.""",Bullying 
"""The neglect of public transportation infrastructure contributes to congestion and pollution.""",Bullying 
"""The manipulation of public opinion through disinformation campaigns threatens electoral integrity.""",Bullying 
"""The disregard for international humanitarian law in conflicts leads to civilian casualties.""",Bullying 
"""Political leaders who prioritize ideology over science hinder evidence-based policymaking.""",Bullying 
"""The erosion of public education funding restricts opportunities and social mobility.""",Bullying 
"""The exploitation of crises for political fundraising capitalizes on public suffering.""",Bullying 
These sentences further emphasize various negative aspects and challenges ass,Bullying 
"I don't believe in any religion.""",Bullying
"""Religion has caused a lot of conflicts throughout history.""",Bullying
"""I have a negative view of organized religion.""",Bullying
"""Some people find religion to be oppressive.""",Bullying
"""Religion can sometimes be used to justify discrimination.""",Bullying
"""I don't think religion provides all the answers to life's questions.""",Bullying
"I find religious dogma to be restrictive.""",Bullying
"""Religion often divides people along sectarian lines.""",Bullying
"""Some religious leaders exploit their followers for personal gain.""",Bullying
"""Religion can be a source of intolerance and prejudice.""",Bullying
"""I'm critical of the influence of religion on politics.""",Bullying
"""Religious conflicts have caused immense suffering.""",Bullying
"""Organized religion has a history of suppressing scientific progress.""",Bullying
"""I'm skeptical about the supernatural claims made by religions.""",Bullying
"""Religion sometimes promotes blind faith over critical thinking.""",Bullying
"""Religious rituals can feel meaningless to some.""",Bullying
"""The concept of original sin seems inherently negative.""",Bullying
"""Religion can foster a fear of eternal punishment.""",Bullying
"""Religious institutions have been involved in cover-ups and scandals.""",Bullying
"""I'm concerned about the control some religions exert over their followers.""",Bullying
"""Religious indoctrination can stifle personal growth.""",Bullying
"""Religious extremism leads to violence and terrorism.""",Bullying
"""I dislike how religion is used to justify discrimination against certain groups.""",Bullying
"""Religious leaders often wield too much power and influence.""",Bullying
"""The concept of divine judgment can be anxiety-inducing.""",Bullying
"""I'm critical of the historical role of religion in suppressing women's rights.""",Bullying
"The abuse of emergency powers for political purposes undermines democratic norms.""",Bullying 
"""The neglect of affordable housing solutions contributes to rising homelessness.""",Bullying 
"""The manipulation of election dates and processes for partisan advantage erodes trust in elections.""",Bullying 
"""The exploitation of fear and insecurity to justify authoritarian measures threatens civil liberties.""",Bullying 
"""The suppression of whistleblowers and government transparency impairs accountability.""",Bullying 
"""The erosion of public health infrastructure hampers responses to crises like pandemics.""",Bullying 
"""Political leaders who engage in crony capitalism prioritize the interests of corporations over citizens.""",Bullying 
"""The abuse of public office for personal gain perpetuates corruption and mismanagement.""",Bullying 
"""The neglect of public parks and green spaces limits access to recreational opportunities.""",Bullying 
"""The exploitation of divisive rhetoric and scapegoating fuels prejudice and discrimination.""",Bullying 
"""The misuse of disaster relief funds for political purposes harms disaster-affected communities.""",Bullying 
"""The erosion of diplomatic norms and decorum damages international relations.""",Bullying 
"""Political leaders who engage in obstructionist tactics hinder the functioning of government.""",Bullying 
"""The suppression of voter registration efforts disproportionately affects minority communities.""",Bullying 
"""The manipulation of election results through voter disenfranchisement threatens democracy.""",Bullying 
"""The neglect of cybersecurity preparedness exposes critical infrastructure to cyber threats.""",Bullying 
"""The abuse of immigration policies to target vulnerable populations undermines human rights.""",Bullying 
"""The exploitation of economic crises for political gain harms struggling families.""",Bullying 
"""Political leaders who prioritize partisan victories over national unity deepen divisions.""",Bullying 
"""The erosion of trust in media outlets undermines the credibility of journalism.",Bullying 
"Your friendship is like a soothing balm for the soul. Thank you for being there.""",Not Bullying 
"""Your posts always inspire me to see the beauty in the world around me.""",Not- Bullying 
"""Your laughter is a reminder that happiness is a choice, and you choose it every day.""",Not Bullying 
"""Your strength in adversity is a testament to your resilience and inner power.""",Not- Bullying 
"""Your kindness and compassion make you a true role model.""",Not Bullying 
"""Your optimism is a ray of sunshine that brightens even the cloudiest days.""",Not- Bullying 
"""Your creativity is boundless, and I'm constantly in awe of your talents.""",Not Bullying 
"""Your wisdom and insights provide valuable guidance for many.""",Not- Bullying 
"""Your passion for life is contagious, and it's a privilege to share in your enthusiasm.""",Not- Bullying 
"""Your authenticity and sincerity are qualities I deeply admire.""",Not Bullying 
"""Your determination to overcome obstacles is truly inspiring.""",Not- Bullying 
"""Your love and support have touched my life in profound ways.""",Not Bullying 
"""Your presence in my life is a constant source of happiness and positivity.""",Not- Bullying 
"""Your positivity is like a compass that guides us toward a better world.""",Not Bullying 
"""Your friendship is a gift I hold close to my heart, and I cherish every moment with you.""",Not- Bullying 
"""Your ability to find beauty in everyday moments is a testament to your spirit.""",Not- Bullying 
"""Your authenticity shines through, and it's a rare and beautiful quality.""",Not- Bullying 
"""Your energy and enthusiasm are like a beacon of light on my feed.""",Not Bullying 
"""Your encouragement and support have made a real difference in my life.""",Not- Bullying 
"""Your friendship is a source of strength and joy, and I'm grateful for it every day",Not- Bullying 
"The erosion of trust in election systems undermines faith in democratic processes.""",Bullying 
"""The misuse of taxpayer funds for political pet projects diverts resources from essential services.""",Bullying 
"""The manipulation of social media algorithms for political purposes distorts public discourse.""",Bullying 
"""The exploitation of tribalism and identity politics divides communities and fosters hostility.""",Bullying 
"""The lack of transparency in lobbying activities allows for undisclosed influence over policymaking.""",Bullying 
"""The disregard for ethics and integrity in political campaigns erodes public trust in candidates.""",Bullying 
"""Political leaders who engage in secrecy and cover-ups undermine accountability and transparency.""",Bullying 
"""The neglect of public parks and green spaces limits access to recreational opportunities.""",Bullying 
"""The exploitation of divisive rhetoric and scapegoating fuels prejudice and discrimination.""",Bullying 
"""The misuse of disaster relief funds for political purposes harms disaster-affected communities.""",Bullying 
"I'm skeptical of the concept of an afterlife.""",Bullying
"""Religion can suppress critical thinking.""",Bullying
"""Religious teachings can perpetuate harmful gender roles.""",Bullying
"""Religion often promotes conformity over individuality.""",Bullying
"""I'm critical of the opulence and wealth of some religious institutions.""",Bullying
"""Religious rituals can feel empty and meaningless.""",Bullying
"""Religious communities can be insular and closed-minded.""",Bullying
"""I'm concerned about the historical oppression of indigenous and minority religions.""",Bullying
"""Religion sometimes leads to family rifts and estrangement.""",Bullying
"""Religious beliefs can be used to justify harmful actions.""",Bullying
"You make scrolling Instagram worthwhile!""",Bullying
"""You've got the talent to make anyone laugh!""",Bullying
"""Your posts are the secret to my laughter yoga!""",Bullying
"""This post should be in the Comedy Hall of Fame!""",Bullying
"""I'd pay to watch your stand-up comedy show!""",Bullying
"""Your humor is the icing on the Instagram cake!""",Bullying
"""This post is the reason I procrastinate on Instagram!""",Bullying
"""You should start a 'Masterclass in Comedy' series!""",Bullying
"""This post should be framed and hung in a museum!""",Bullying
"""Your sense of humor is my spirit animal!""",Bullying
I keep thinking about your body nonstop.,Bullying
I desire you because you're so hot.,Bullying
"If you don't do what I say, I'll make your life a living nightmare.",Bullying
"You'd be wonderful in bed, I bet.",Bullying
Your use of those images is begging for it.,Bullying
"Even when you're unaware, I'm keeping an eye on you.",Bullying
I want to look below their garments.,Bullying
"Such a tease, you are.",Bullying
"If you smiled more, you'd appear lot more attractive.",Bullying
"For all the care I've given you, you owe me something.",Bullying
The toxic workplace at that company contributed to the high personnel turnover rate.,Bullying
"Despite years of dedication, she was consistently passed over for advancements.",Bullying
The lengthy hours and continual stress of his chosen profession have a negative impact on his health.,Bullying
You simply want to be noticed.,Bullying
"Due to the lack of job security in the gig economy, workers are susceptible.",Bullying
It's hard for me to accept that you are that stiff.,Bullying
"Due to the industry's intense rivalry, it might be difficult to keep a healthy work-life balance.",Bullying
You are exaggerating what happened.,Bullying
"The labor market in that sector is oversaturated, making it difficult to find job.",Bullying
You are really sensitive.,Bullying
"Your videos are a testament to the impact one person can make on the world. You're making a difference.""",Not Bullying 
"""Your authenticity and down-to-earth nature make you incredibly relatable. You're someone we can all look up to.""",Not- Bullying 
"""Your channel is a source of inspiration for many. You've sparked a passion for learning and growth in your viewers.""",Not Bullying 
"""Your videos have the power to brighten even the darkest days. Thank you for spreading joy.""",Not- Bullying 
"""Your storytelling abilities are exceptional. You have a unique way of making every topic intriguing.""",Not Bullying 
"""Your positivity is like a contagious smile. It's impossible not to feel happier after watching your content.""",Not- Bullying 
"""Your attention to detail and commitment to quality make your channel a standout success.""",Not Bullying 
"""Your dedication to engaging with your audience is a reflection of your genuine care for your viewers.""",Not- Bullying 
"""Your channel is like a sanctuary for those seeking knowledge, inspiration, and positivity.""",Not- Bullying 
"""Your passion for what you do radiates through the screen. It's clear you love every moment of it.""",Not Bullying 
You owe me something in return for all the attention I've shown you.,Bullying
The significant staff turnover rate at the company was a result of the hostile work environment.,Bullying
"Despite years of hard work, she was frequently overlooked for promotions.",Bullying
His health is negatively impacted by the long hours and ongoing stress of his line of work.,Bullying
You merely want to stand out.,Bullying
Workers are vulnerable in the gig economy since there is little job stability.,Bullying
I find it difficult to accept how stiff you are.,Bullying
The fierce competition in the sector may make it challenging to maintain a healthy work-life balance.,Bullying
You're making up what happened.,Bullying
Finding work is challenging because of the oversaturated labor market in that industry.,Bullying
You are so delicate.,Bullying
I can't quit thinking about your body.,Bullying
You are so attractive that I want you.,Bullying
I'll turn your life into a living nightmare if you don't follow my instructions.,Bullying
I bet you'd be fantastic in bed.,Bullying
It begs for it given how you are using those images.,Bullying
"I'm watching you, even when you're not aware of it.",Bullying
I want to see beneath their clothes.,Bullying
You are such a tease.,Bullying
You would appear much more appealing if you smiled more.,Bullying
You make scrolling on Instagram enjoyable.,Bullying
You have the ability to make anybody laugh!,Bullying
"The key to my laughter yoga is your posts,",Bullying
"This post belongs in the Comedy Hall of Fame, someone said.",Bullying
"To see your stand-up comedy event, I would pay.",Bullying
Your sense of humor is the cherry on top of Instagram!,Bullying
I put off checking Instagram because of this post.,Bullying
"I think you ought to launch a ""Masterclass in Comedy"" series.",Bullying
"The phrase ""This post should be framed and hung in a museum!""",Bullying
"The expression ""Your sense of humor is my spirit animal!""",Bullying
"Religion has the power to stifle critical thought.""",Bullying
Religious doctrines may reinforce negative gender roles.,Bullying
Religion frequently values conformity over uniqueness.,Bullying
I find some religious organisations' excess money and splendor to be disturbing.,Bullying
Religious rituals can seem pointless and hollow.,Bullying
Religious communities can be closed-minded and exclusive.,Bullying
The historical persecution of indigenous and minority religions worries me.,Bullying
Religion can sometimes cause family strife and alienation.,Bullying
Religious convictions can be used to defend harmful behavior.,Bullying
"""Your passion for what you do is evident in every frame. It's contagious!""",Not Bullying 
"""You bring a unique perspective to every topic you cover. It's refreshing.""",Not- Bullying 
"Your video is like a ray of sunshine on a cloudy day.""",Not Bullying 
"""I can't get enough of your content! Keep up the fantastic work.""",Not- Bullying 
"""You have an incredible talent for making complex topics easy to understand.""",Not Bullying 
"""Your creativity knows no bounds, and it shines in every video.""",Not- Bullying 
"""I've learned so much from your videos. Thank you for sharing your knowledge.""",Not Bullying 
"""Your dedication to your craft is truly inspiring.""",Not- Bullying 
"""Your passion for what you do is evident in every frame. It's contagious!""",Not Bullying 
"""You bring a unique perspective to every topic you cover. It's refreshing.""",Not- Bullying 
"""Your videos are a source of joy and inspiration. Keep creating!""",Not- Bullying 
"""Your enthusiasm is infectious. I always look forward to your uploads.""",Not Bullying 
"""You have a gift for storytelling. Your videos are captivating!""",Not- Bullying 
"""Your positive energy makes your channel a delightful place to visit.",Not Bullying 
"Your videos never fail to put a smile on my face. Thank you for that.""",Not- Bullying 
"""Your attention to detail is commendable. It's clear you put a lot of effort into your content.""",Not Bullying 
"""Your authenticity is what sets you apart. Keep being yourself!""",Not- Bullying 
"""You're a true role model for aspiring content creators.",Not- Bullying 
"The neglect of rural communities and infrastructure contributes to economic decline.""",Bullying 
"""Political leaders who prioritize short-term gains over long-term sustainability jeopardize future generations.""",Bullying 
"""The exploitation of national emergencies for political posturing diverts attention from critical issues.""",Bullying 
